id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID001188,12.9563743,77.5773094,"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL1178,GOODS AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-30 04:48:46+00,,2023-11-30 04:49:44.843631+00,FKDEV00328,FKUSR00327,28.0,City Market,True,BTP118 - Basappa Circle,,,FKN00GL1178,GOODS AUTO,approved,2023-11-30 23:14:47.82+00
FKID001189,12.9789739,77.5807712,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1179,CAR,,"[""WRONG PARKING""]",[112],2023-11-29 23:59:46+00,,2023-11-30 03:52:11.214736+00,FKDEV00181,FKUSR00181,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL1179,CAR,approved,2023-11-30 23:14:48.11+00
FKID001190,12.9639878,77.5768047,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1180,CAR,,"[""WRONG PARKING""]",[112],2024-03-26 17:50:46+00,,2024-03-27 20:06:09.4593+00,FKDEV00328,FKUSR00327,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-14 00:20:19.214902+00,,,,
FKID001191,12.958527,77.5866029,"Lalbagh Main Road, SGN Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1181,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 21:42:46+00,,2023-11-30 01:12:54.307899+00,FKDEV00329,FKUSR00328,32.0,Wilson Garden,True,BTP180 - Swagath Poornima Theatre,,,FKN00GL1181,SCOOTER,approved,2023-11-30 23:15:09.95+00
FKID001192,12.9808372,77.6150999,"Gangadhara Chetty Road, Neelkanta Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1182,CAR,,"[""NO PARKING""]",[113],2023-11-19 04:39:46+00,,2023-11-19 04:58:11.177182+00,FKDEV00330,FKUSR00329,17.0,Halasur,True,No Junction,,,FKN00GL1182,CAR,approved,2023-11-19 21:32:35.866+00
FKID001193,12.9305223,77.6097529,"1st Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL1183,CAR,,"[""NO PARKING""]",[113],2023-11-29 20:46:46+00,,2023-11-29 22:21:42.178566+00,FKDEV00331,FKUSR00330,31.0,Mico Layout,True,BTP140 - Madiwala Check Post,,,FKN00GL1183,CAR,approved,2023-11-30 23:15:50.779+00
FKID001194,12.9308769,77.6097797,"1st Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL1184,CAR,,"[""NO PARKING""]",[113],2023-11-29 20:46:46+00,,2023-11-29 22:21:40.593145+00,FKDEV00331,FKUSR00330,31.0,Mico Layout,True,BTP136 - Hosur-Tavarkere Road Junction,,,FKN00GL1184,CAR,approved,2023-11-30 23:16:00.044+00
FKID001195,12.9612775,77.5777891,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1185,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 01:42:46+00,,2024-03-15 01:53:42.181567+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-01 20:40:13.792239+00,FKN00GL1185,GOODS AUTO,approved,2024-04-14 03:45:14.548+00
FKID001196,12.959911,77.5774675,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1186,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 01:45:46+00,,2024-03-15 01:53:52.845756+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-01 20:40:13.841305+00,FKN00GL1186,GOODS AUTO,approved,2024-04-14 03:46:04.233+00
FKID001197,12.9607061,77.57779,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1187,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 01:43:46+00,,2024-03-15 01:53:45.608882+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-01 20:40:13.820234+00,FKN00GL1187,PASSENGER AUTO,approved,2024-04-14 03:51:13.689+00
FKID001198,12.9607061,77.57779,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1188,GOODS AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-03-15 01:43:46+00,,2024-03-15 01:53:46.534223+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-01 20:40:13.824544+00,FKN00GL1188,GOODS AUTO,approved,2024-04-14 03:47:32.861+00
FKID001199,12.9610915,77.5776775,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1189,LGV,,"[""WRONG PARKING""]",[112],2024-03-15 01:43:46+00,,2024-03-15 01:53:43.172271+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-01 20:40:13.807437+00,FKN00GL1189,LGV,approved,2024-04-14 03:48:30.477+00
FKID001200,12.9734171,77.5508844,"Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL1190,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 07:46:46+00,,2023-11-30 05:29:01.860777+00,FKDEV00173,FKUSR00173,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL1190,SCOOTER,approved,2023-11-30 23:16:58.418+00
FKID001201,12.9553805,77.5857644,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL1191,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 04:45:46+00,,2023-11-30 04:49:35.389317+00,FKDEV00332,FKUSR00331,32.0,Wilson Garden,True,BTP192 - Urvashi Theater,,,FKN00GL1191,SCOOTER,approved,2023-11-30 23:17:29.904+00
FKID001202,12.9587779,77.7158986,"ITPL Main Road, Embassy Paragon, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL1192,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 01:23:46+00,,2024-03-15 01:55:24.850965+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,2024-04-01 20:41:09.788764+00,FKN00GL1192,CAR,approved,2024-04-14 03:57:05.664+00
FKID001203,12.9734223,77.550877,"Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL1193,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 07:46:46+00,,2023-11-30 05:27:28.998187+00,FKDEV00173,FKUSR00173,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL1193,SCOOTER,approved,2023-11-30 23:17:13.122+00
FKID001204,12.9734197,77.5507688,"Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL1194,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-29 07:46:46+00,,2023-11-30 05:26:16.395972+00,FKDEV00173,FKUSR00173,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL1194,MOTOR CYCLE,approved,2023-11-30 23:17:26.628+00
FKID001205,12.9809391,77.5983874,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1195,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:55.04757+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.171269+00,FKN00GL1195,MOTOR CYCLE,approved,2024-04-15 05:04:02.259+00
FKID001206,12.9813481,77.5985838,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1196,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:52.694961+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.163049+00,FKN00GL1196,MOTOR CYCLE,approved,2024-04-15 05:04:13.864+00
FKID001207,12.9591752,77.7159734,"ITPL Main Road, Maruti Platinum, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL1197,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-03-15 01:24:46+00,,2024-03-15 01:55:28.220506+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,2024-04-01 20:41:09.801753+00,FKN00GL1197,MAXI-CAB,approved,2024-04-14 03:57:16.602+00
FKID001208,12.9809391,77.5983874,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1198,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:55.950667+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.179092+00,FKN00GL1198,SCOOTER,approved,2024-04-15 05:04:36.902+00
FKID001209,12.9809391,77.5983874,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1199,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:56.783691+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.183054+00,FKN00GL1199,MOTOR CYCLE,approved,2024-04-15 02:16:01.764+00
FKID001210,12.9813982,77.5985525,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1200,CAR,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:51.567555+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.159036+00,FKN00GL1200,CAR,approved,2024-04-15 02:17:46.28+00
FKID001211,12.9813481,77.5985838,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1201,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 01:01:53.527846+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:00:00.167132+00,FKN00GL1201,SCOOTER,approved,2024-04-15 02:18:50.776+00
FKID001212,12.9815148,77.6083933,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1202,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-17 05:59:46+00,,2023-11-17 06:41:00.850856+00,FKDEV00037,FKUSR00037,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1202,MOTOR CYCLE,rejected,2023-11-17 19:54:10.909+00
FKID001213,12.9810677,77.5983201,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1203,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:50:46+00,,2024-03-15 01:02:10.25533+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:01:03.019427+00,FKN00GL1203,MOTOR CYCLE,approved,2024-04-15 02:22:55.173+00
FKID001214,12.9810677,77.5983201,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1204,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:50:46+00,,2024-03-15 01:02:13.056632+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 20:01:03.028262+00,FKN00GL1204,MOTOR CYCLE,approved,2024-04-15 02:24:44.231+00
FKID001215,12.8418799,77.6459985,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1205,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-30 01:19:46+00,,2023-11-30 01:20:59.824977+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL1205,MOTOR CYCLE,approved,2023-11-30 23:18:46.079+00
FKID001216,12.8418799,77.6459985,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0049,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 01:14:46+00,,2023-11-30 01:20:56.804438+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL0049,SCOOTER,approved,2023-11-30 23:18:54.531+00
FKID001217,12.9291125,77.6835847,"Outer Ring Road, Novotel Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1206,CAR,,"[""NO PARKING""]",[113],2024-03-14 23:45:46+00,,2024-03-15 01:03:32.450745+00,FKDEV00115,FKUSR00116,13.0,HAL Old Airport,True,No Junction,,2024-04-01 20:03:04.833804+00,FKN00GL1206,CAR,approved,2024-04-14 06:45:23.184+00
FKID001218,12.908422,77.6006514,"1st Cross Road, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL1207,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:29:46+00,,2024-03-15 01:03:30.547504+00,FKDEV00303,FKUSR00302,31.0,Mico Layout,True,BTP130 - GD Mara Junction,,2024-04-01 20:03:04.821452+00,FKN00GL1207,SCOOTER,approved,2024-04-15 01:09:49.519+00
FKID001219,12.9086354,77.6008172,"1st Cross Road, GD Mara Slum, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL1208,CAR,,"[""NO PARKING""]",[113],2024-03-15 00:30:46+00,,2024-03-15 01:03:31.369887+00,FKDEV00303,FKUSR00302,31.0,Mico Layout,True,BTP130 - GD Mara Junction,,2024-04-01 20:03:04.829722+00,FKN00GL1208,CAR,approved,2024-04-15 01:10:01.706+00
FKID001220,12.8418799,77.6459985,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1209,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 01:12:46+00,,2023-11-30 01:20:54.968707+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL1209,SCOOTER,approved,2023-11-30 23:19:10.243+00
FKID001221,13.1836631,77.6804325,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1210,MAXI-CAB,,"[""NO PARKING""]",[113],2023-11-19 03:00:46+00,,2023-11-19 05:13:20.088977+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL1210,MAXI-CAB,approved,2023-11-19 21:26:16.929+00
FKID001222,12.9855225,77.6069087,"Dharmaraja Koil Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL1211,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-29 06:15:46+00,,2023-11-30 01:18:16.915874+00,FKDEV00160,FKUSR00160,16.0,Shivajinagar,True,No Junction,,,FKN00GL1211,PASSENGER AUTO,rejected,2023-11-30 23:19:40.126+00
FKID001223,12.964987,77.538777,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1212,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 20:47:46+00,,2023-11-29 21:08:59.54271+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1212,SCOOTER,approved,2023-11-30 23:19:32.041+00
FKID001224,12.9649813,77.5388059,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1213,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-29 20:47:46+00,,2023-11-29 21:08:58.236206+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1213,MOTOR CYCLE,approved,2023-11-30 23:19:37.349+00
FKID001225,12.8418799,77.6459985,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1214,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 01:13:46+00,,2023-11-30 01:20:56.123253+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL1214,SCOOTER,approved,2023-11-30 23:19:43.365+00
FKID001226,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1215,CAR,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]","[113,112,111,109,108,107,104]",2024-03-15 00:33:46+00,,2024-03-15 01:03:51.106939+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 20:03:04.89211+00,FKN00GL1215,CAR,approved,2024-04-15 02:31:59.884+00
FKID001227,12.9648526,77.5389001,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1216,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 20:45:46+00,,2023-11-29 21:08:55.446779+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1216,SCOOTER,rejected,2023-11-30 23:19:52.837+00
FKID001228,12.9802162,77.6073283,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1217,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-17 08:55:46+00,,2023-11-17 09:00:51.776641+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1217,PASSENGER AUTO,approved,2023-11-17 19:54:18.386+00
FKID001229,12.9648671,77.5388571,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1218,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 20:45:46+00,,2023-11-29 21:08:52.629283+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1218,SCOOTER,rejected,2023-11-30 23:19:47.582+00
FKID001230,12.9648671,77.5388571,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1219,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-29 20:45:46+00,,2023-11-29 21:08:51.746673+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1219,MOTOR CYCLE,rejected,2023-11-30 23:20:03.528+00
FKID001231,12.9649371,77.5388228,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL1220,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 20:45:46+00,,2023-11-29 21:08:54.6453+00,FKDEV00165,FKUSR00165,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL1220,SCOOTER,rejected,2023-11-30 23:20:04.811+00
FKID001232,12.9854464,77.6068945,"Jumma Masjid Road, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL1221,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 06:48:46+00,,2023-11-30 01:18:17.980455+00,FKDEV00160,FKUSR00160,16.0,Shivajinagar,True,No Junction,,,FKN00GL1221,SCOOTER,approved,2023-11-30 23:19:57.833+00
FKID001233,12.8418799,77.6459985,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1222,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 01:18:46+00,,2023-11-30 01:20:58.812581+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL1222,SCOOTER,approved,2023-11-30 23:20:10.425+00
FKID001234,12.842235,77.6458217,"16th Cross Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1223,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 08:08:46+00,,2023-11-30 01:07:56.418047+00,FKDEV00028,FKUSR00028,38.0,Electronic City,True,No Junction,,,FKN00GL1223,SCOOTER,approved,2023-11-30 23:20:15.395+00
FKID001235,12.9803347,77.6074173,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1224,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-17 08:55:46+00,,2023-11-17 09:01:14.640726+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1224,PASSENGER AUTO,approved,2023-11-17 19:54:19.714+00
FKID001236,12.9798335,77.6072817,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1225,CAR,,"[""WRONG PARKING""]",[112],2023-11-17 08:54:46+00,,2023-11-17 08:59:30.687902+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1225,CAR,approved,2023-11-17 19:54:23.803+00
FKID001237,12.980876,77.6024864,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1226,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 01:15:46+00,,2023-11-30 01:18:22.216629+00,FKDEV00160,FKUSR00160,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL1226,SCOOTER,approved,2023-11-30 23:20:39.003+00
FKID001238,13.0238163,77.5335641,"2nd Main Road, Macksons Industrial Estate, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL1227,LORRY/GOODS VEHICLE,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-29 06:44:46+00,,2023-11-30 00:49:20.840073+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,,FKN00GL1227,LORRY/GOODS VEHICLE,rejected,2023-11-30 23:20:43.113+00
FKID001239,12.9802034,77.6072863,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1228,CAR,,"[""WRONG PARKING""]",[112],2023-11-17 08:55:46+00,,2023-11-17 09:00:22.129684+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1228,CAR,approved,2023-11-17 19:54:21.999+00
FKID001240,12.9137008,77.6075106,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL1229,CAR,,"[""NO PARKING""]",[113],2023-11-29 06:35:46+00,,2023-11-29 23:22:41.89845+00,FKDEV00061,FKUSR00061,31.0,Mico Layout,True,"BTP163 - 16th Main Road, BTM Layout",,,FKN00GL1229,CAR,approved,2023-11-30 23:21:58.347+00
FKID001241,12.9137008,77.6075106,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL1230,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-29 06:35:46+00,,2023-11-29 23:22:42.548062+00,FKDEV00061,FKUSR00061,31.0,Mico Layout,True,"BTP163 - 16th Main Road, BTM Layout",,,FKN00GL1230,MOTOR CYCLE,approved,2023-11-30 23:22:30.729+00
FKID001242,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1231,SCOOTER,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]","[113,112,111,109,107,104]",2024-03-15 01:01:46+00,,2024-03-15 01:03:54.534745+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 20:04:00.248351+00,FKN00GL1231,SCOOTER,approved,2024-04-15 05:12:29.57+00
FKID001243,12.9808039,77.6110993,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1232,CAR,,"[""WRONG PARKING""]",[112],2023-11-17 06:38:46+00,,2023-11-17 06:41:24.308126+00,FKDEV00227,FKUSR00227,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1232,CAR,approved,2023-11-17 19:54:16.601+00
FKID001244,12.9734726,77.551272,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL1233,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 07:45:46+00,,2023-11-29 23:07:14.871471+00,FKDEV00173,FKUSR00173,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL1233,SCOOTER,approved,2023-11-30 23:23:04.547+00
FKID001245,12.9734726,77.551272,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL1234,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-29 07:45:46+00,,2023-11-29 23:05:32.814756+00,FKDEV00173,FKUSR00173,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL1234,MOTOR CYCLE,approved,2023-11-30 23:23:09.782+00
